indicator_code,diagnosis_group,provider_code,provider_name,spells,observed,expected
I00699,3,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,13,0,0.5382
I00699,3,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,18,0,0.8946
I00699,3,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,8,0,0.3921
I00699,3,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,26,*,3.3867
I00699,3,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,6,0,0.0836
I00699,3,RBK,WALSALL HEALTHCARE NHS TRUST,15,*,1.2457
I00699,3,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,12,*,0.6261
I00699,3,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,39,*,3.1709
I00699,3,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,32,*,1.9845
I00699,3,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,12,0,0.4713
I00699,3,RC1,BEDFORD HOSPITAL NHS TRUST,*,0,0.5462
I00699,3,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,39,*,1.1269
I00699,3,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,26,*,0.7045
I00699,3,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,10,*,0.9987
I00699,3,RCF,AIREDALE NHS FOUNDATION TRUST,23,0,1.0231
I00699,3,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",12,*,1.0567
I00699,3,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,53,*,2.2124
I00699,3,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,29,*,1.7198
I00699,3,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7,*,0.2567
I00699,3,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13,*,1.0304
I00699,3,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,16,0,0.4433
I00699,3,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,54,*,4.0859
I00699,3,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,9,0,1.0062
I00699,3,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,*,0,0.1897
I00699,3,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,38,*,2.5879
I00699,3,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,16,0,1.8122
I00699,3,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",20,0,1.854
I00699,3,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,11,0,0.5462
I00699,3,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,14,*,1.1177
I00699,3,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,30,*,2.9058
I00699,3,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,20,0,0.9279
I00699,3,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11,0,1.4355
I00699,3,RGQ,IPSWICH HOSPITAL NHS TRUST,6,0,0.1826
I00699,3,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,13,0,0.0912
I00699,3,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,46,*,4.1061
I00699,3,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,30,0,1.4168
I00699,3,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,34,*,1.9039
I00699,3,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,36,*,2.9398
I00699,3,RHU,PORTSMOUTH HOSPITALS NHS TRUST,39,*,4.3785
I00699,3,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,21,*,1.9192
I00699,3,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,22,0,1.1272
I00699,3,RJ2,LEWISHAM AND GREENWICH NHS TRUST,73,*,2.2934
I00699,3,RJ6,CROYDON HEALTH SERVICES NHS TRUST,49,*,3.1173
I00699,3,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,42,*,4.3769
I00699,3,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,22,*,1.264
I00699,3,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,108,9,8.9235
I00699,3,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,14,0,0.8788
I00699,3,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,15,*,0.5924
I00699,3,RJN,EAST CHESHIRE NHS TRUST,22,*,1.7911
I00699,3,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,32,10,2.9079
I00699,3,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,41,*,1.9284
I00699,3,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9,*,0.2543
I00699,3,RK9,PLYMOUTH HOSPITALS NHS TRUST,38,*,2.3215
I00699,3,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,27,0,1.5043
I00699,3,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,7,*,0.5958
I00699,3,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,35,*,3.2419
I00699,3,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,24,*,1.0366
I00699,3,RLQ,WYE VALLEY NHS TRUST,17,*,0.4656
I00699,3,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,9,*,0.8499
I00699,3,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,37,*,3.5865
I00699,3,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,27,*,2.3903
I00699,3,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,19,*,1.0827
I00699,3,RMC,BOLTON NHS FOUNDATION TRUST,26,0,1.586
I00699,3,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,10,*,0.5294
I00699,3,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,20,0,1.4362
I00699,3,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,14,*,1.1116
I00699,3,RN7,DARTFORD AND GRAVESHAM NHS TRUST,17,*,0.4395
I00699,3,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,40,*,2.8161
I00699,3,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,26,*,0.9262
I00699,3,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,22,*,1.8649
I00699,3,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,28,*,2.4036
I00699,3,RNZ,SALISBURY NHS FOUNDATION TRUST,11,*,0.9211
I00699,3,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,42,*,0.99
I00699,3,RPA,MEDWAY NHS FOUNDATION TRUST,15,0,1.0877
I00699,3,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,27,*,2.2831
I00699,3,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,8,*,0.7476
I00699,3,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,28,*,2.812
I00699,3,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,*,*,0.635
I00699,3,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,20,*,1.8691
I00699,3,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,24,*,1.6146
I00699,3,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,62,*,2.7863
I00699,3,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,13,0,0.8293
I00699,3,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,48,6,3.5664
I00699,3,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,0,0.1139
I00699,3,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,19,*,1.8061
I00699,3,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,21,*,1.5238
I00699,3,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,40,*,1.3071
I00699,3,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,47,*,3.1636
I00699,3,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34,*,2.3535
I00699,3,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,19,*,0.9002
I00699,3,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,58,*,3.3508
I00699,3,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,8,*,0.2838
I00699,3,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8,0,0.1394
I00699,3,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,65,*,1.9503
I00699,3,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,33,*,1.5687
I00699,3,RVJ,NORTH BRISTOL NHS TRUST,10,*,0.7223
I00699,3,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,22,*,1.9931
I00699,3,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,36,0,1.9439
I00699,3,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,22,0,0.5403
I00699,3,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35,*,3.3685
I00699,3,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,43,6,1.2765
I00699,3,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,76,0,2.099
I00699,3,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,43,*,1.8457
I00699,3,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,29,6,4.6035
I00699,3,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,35,*,2.5387
I00699,3,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18,0,1.4806
I00699,3,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,29,0,1.2266
I00699,3,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,28,*,2.6295
I00699,3,RWJ,STOCKPORT NHS FOUNDATION TRUST,14,*,1.0196
I00699,3,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,36,*,3.8256
I00699,3,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,10,*,0.4129
I00699,3,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,29,*,2.0187
I00699,3,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,37,*,2.2681
I00699,3,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,25,0,2.055
I00699,3,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,53,*,3.2303
I00699,3,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,26,0,1.9645
I00699,3,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,48,*,1.5719
I00699,3,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8,0,0.4548
I00699,3,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,29,*,1.7667
I00699,3,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,64,*,3.4107
I00699,3,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,25,*,1.9756
I00699,3,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,58,*,2.8008
I00699,3,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,36,10,3.1152
I00699,3,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,48,*,3.9395
I00699,3,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,36,*,3.9089
I00699,4,R1F,ISLE OF WIGHT NHS TRUST,*,0,0.2623
I00699,4,R1H,BARTS HEALTH NHS TRUST,73,*,3.35
I00699,4,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,49,*,2.4717
I00699,4,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,13,0,0.5696
I00699,4,RA3,WESTON AREA HEALTH NHS TRUST,*,0,0.0064
I00699,4,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,*,0,0.1928
I00699,4,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,22,*,0.8955
I00699,4,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,27,*,1.5441
I00699,4,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,23,0,0.9236
I00699,4,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,11,*,0.6201
I00699,4,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,50,*,1.6945
I00699,4,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,47,0,0.3849
I00699,4,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,12,0,0.7923
I00699,4,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,14,0,0.4704
I00699,4,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,13,0,0.7088
I00699,4,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,*,*,0.1924
I00699,4,RBK,WALSALL HEALTHCARE NHS TRUST,11,0,0.6557
I00699,4,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,22,*,0.9449
I00699,4,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,22,0,0.8471
I00699,4,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,12,0,0.5227
I00699,4,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,8,0,0.4189
I00699,4,RC1,BEDFORD HOSPITAL NHS TRUST,10,0,0.5313
I00699,4,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,36,0,0.3438
I00699,4,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,34,*,1.1083
I00699,4,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,8,0,0.3405
I00699,4,RCF,AIREDALE NHS FOUNDATION TRUST,26,0,0.5962
I00699,4,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",14,*,0.7067
I00699,4,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,18,0,0.6416
I00699,4,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,22,*,1.0608
I00699,4,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,18,0,0.6338
I00699,4,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6,0,0.34
I00699,4,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,40,0,1.4744
I00699,4,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,34,*,1.5053
I00699,4,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,9,0,0.5751
I00699,4,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,*,0,0.2687
I00699,4,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,16,0,0.4245
I00699,4,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9,0,0.307
I00699,4,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",18,*,0.7689
I00699,4,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,17,0,0.6262
I00699,4,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,18,0,1.0246
I00699,4,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,14,*,0.4325
I00699,4,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,24,*,0.7548
I00699,4,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,22,0,1.1414
I00699,4,RGQ,IPSWICH HOSPITAL NHS TRUST,9,0,0.2253
I00699,4,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,14,0,0.4785
I00699,4,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,28,*,1.6171
I00699,4,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,28,*,1.1899
I00699,4,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,27,0,0.5703
I00699,4,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,30,0,1.694
I00699,4,RHU,PORTSMOUTH HOSPITALS NHS TRUST,18,0,0.769
I00699,4,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,27,0,0.5042
I00699,4,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,38,*,1.2842
I00699,4,RJ2,LEWISHAM AND GREENWICH NHS TRUST,70,*,1.3069
I00699,4,RJ6,CROYDON HEALTH SERVICES NHS TRUST,20,*,0.8661
I00699,4,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33,0,1.149
I00699,4,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,10,0,0.5559
I00699,4,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,59,*,2.1499
I00699,4,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,15,0,0.4621
I00699,4,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12,*,0.3545
I00699,4,RJN,EAST CHESHIRE NHS TRUST,12,0,0.5498
I00699,4,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,11,0,0.2848
I00699,4,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,41,*,1.7875
I00699,4,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,21,*,0.7112
I00699,4,RK9,PLYMOUTH HOSPITALS NHS TRUST,30,*,1.2098
I00699,4,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,23,*,1.0336
I00699,4,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,10,0,0.503
I00699,4,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,35,*,0.8787
I00699,4,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,15,0,0.6316
I00699,4,RLQ,WYE VALLEY NHS TRUST,16,0,0.4915
I00699,4,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,*,0,0.0666
I00699,4,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32,0,1.5462
I00699,4,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,90,8,3.5077
I00699,4,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,16,*,0.6606
I00699,4,RMC,BOLTON NHS FOUNDATION TRUST,22,0,0.6818
I00699,4,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,7,0,0.2837
I00699,4,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,28,*,1.1198
I00699,4,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,16,0,0.5423
I00699,4,RN7,DARTFORD AND GRAVESHAM NHS TRUST,23,*,0.4427
I00699,4,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,24,*,0.8105
I00699,4,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,24,*,1.0457
I00699,4,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,14,*,0.669
I00699,4,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,50,*,2.4063
I00699,4,RNZ,SALISBURY NHS FOUNDATION TRUST,12,*,0.4301
I00699,4,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,24,*,0.6992
I00699,4,RPA,MEDWAY NHS FOUNDATION TRUST,21,*,0.694
I00699,4,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,16,0,0.3998
I00699,4,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,14,*,0.9222
I00699,4,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,25,*,0.8452
I00699,4,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,*,0,0.1673
I00699,4,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,12,*,0.6357
I00699,4,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9,*,0.2665
I00699,4,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,68,8,3.276
I00699,4,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,16,*,0.9241
I00699,4,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,32,*,1.6776
I00699,4,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",12,*,0.6318
I00699,4,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,29,0,1.5512
I00699,4,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,26,0,0.8148
I00699,4,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,50,8,2.2221
I00699,4,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,26,0,0.5877
I00699,4,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,25,0,1.561
I00699,4,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,26,0,1.0883
I00699,4,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,39,*,1.2769
I00699,4,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10,0,0.4452
I00699,4,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8,*,0.3509
I00699,4,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,29,*,1.1589
I00699,4,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,32,*,1.5117
I00699,4,RVJ,NORTH BRISTOL NHS TRUST,20,*,1.1879
I00699,4,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,18,*,0.7271
I00699,4,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,47,0,1.2497
I00699,4,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,25,*,1.2495
I00699,4,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,20,*,0.4102
I00699,4,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,47,*,0.6589
I00699,4,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,55,*,1.5593
I00699,4,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,22,*,0.5987
I00699,4,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,42,*,1.2164
I00699,4,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,63,*,3.6789
I00699,4,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,12,*,0.7179
I00699,4,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,29,*,1.4229
I00699,4,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,15,0,0.4097
I00699,4,RWJ,STOCKPORT NHS FOUNDATION TRUST,13,0,0.3666
I00699,4,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13,0,0.278
I00699,4,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,11,*,0.4154
I00699,4,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,33,*,0.749
I00699,4,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,55,*,3.688
I00699,4,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,20,0,0.7034
I00699,4,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,40,*,1.5114
I00699,4,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,11,*,0.2719
I00699,4,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,21,0,0.6303
I00699,4,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,18,0,0.5552
I00699,4,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,34,*,1.4289
I00699,4,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,34,0,1.1256
I00699,4,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,21,0,0.6076
I00699,4,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,45,*,1.2059
I00699,4,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,29,0,0.869
I00699,4,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,36,*,2.223
I00699,4,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,25,0,1.0288
I00699,5,R1H,BARTS HEALTH NHS TRUST,115,*,2.5734
I00699,5,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,108,0,2.3078
I00699,5,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,*,0,0.0223
I00699,5,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,*,0,0.0211
I00699,5,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,*,0,0.046
I00699,5,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9,0,0.1248
I00699,5,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,14,0,0.3192
I00699,5,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,40,0,0.7152
I00699,5,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,110,*,2.9852
I00699,5,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,*,0,0.0152
I00699,5,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,9,0,0.1387
I00699,5,RBK,WALSALL HEALTHCARE NHS TRUST,*,0,0.0363
I00699,5,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,*,0,0.0326
I00699,5,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,*,0,0.0307
I00699,5,RC1,BEDFORD HOSPITAL NHS TRUST,*,0,0.0332
